aircraft_id,bomb_id,display_name,nation_guess,mass_kg,mass_bucket,explosive_mass_kg,caliber_mm,drag_coef,length_m,diameter_m,velocity_limit,source_file,preset_names,match_source,is_matched,sandbox_allowed,notes
b_17g,us_1600lb_ap_an_mk1,us_1600lb_ap_an_mk1,USA,721.2,500-999 kg,97.5,0.356,,2.121,,,us_1600lb_ap_an_mk1.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g,us_2000lbs_anm66,us_2000lbs_anm66,USA,996.3,500-999 kg,535.6,0.591,,2.357,,,us_2000lbs_anm66.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g,us_4000lb_anm56_box,us_4000lb_anm56_box,USA,1981.3,1000+ kg,1599.4,0.864,,2.979,,,us_4000lb_anm56_box.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g,us_600lb_m_32,us_600lb_m_32,USA,281.7,250-499 kg,152.4,0.386,,1.572,,,us_600lb_m_32.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g_china_rocaf,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g_china_rocaf,us_1000lb_anmk33_box_ap,us_1000lb_anmk33_box_ap,USA,457.22,250-499 kg,63.5,0.3048,,1.8542,,,us_1000lb_anmk33_box_ap.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g_china_rocaf,us_1600lb_ap_an_mk1,us_1600lb_ap_an_mk1,USA,721.2,500-999 kg,97.5,0.356,,2.121,,,us_1600lb_ap_an_mk1.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g_china_rocaf,us_2000lbs_anm66,us_2000lbs_anm66,USA,996.3,500-999 kg,535.6,0.591,,2.357,,,us_2000lbs_anm66.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g_china_rocaf,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g_china_rocaf,us_4000lb_anm56_box,us_4000lb_anm56_box,USA,1981.3,1000+ kg,1599.4,0.864,,2.979,,,us_4000lb_anm56_box.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g_china_rocaf,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g_china_rocaf,us_600lb_m_32,us_600lb_m_32,USA,281.7,250-499 kg,152.4,0.386,,1.572,,,us_600lb_m_32.blkx,B17G_16x500lbs | B17G_2x2000lbs | B17G_4x2000lbs | B17G_6x1000_2x1000lbs | B17G_8x1000lbs | B17G_8x500lbs | B17G_default | b-17g_10x600lbs | b-17g_2x1600lbs | b-17g_2x4000lbs | b-17g_4x1000lbs_ap,weaponPresets_bombguns_structural,yes,yes,
b_17g_iaf,il_100_50_kg_gp,il_100_50_kg_gp,Israel,134.0,100-249 kg,61.7,0.274,,1.58,,,il_100_50_kg_gp.blkx,b-17g_iaf_12x500lbs | b-17g_iaf_6x1000lbs | b-17g_iaf_8x500lbs | b-17g_iaf_default,weaponPresets_bombguns_structural,yes,yes,
b_17g_iaf,il_250_50_kg_gp,il_250_50_kg_gp,Israel,265.7,250-499 kg,128.4,0.36,,1.83,,,il_250_50_kg_gp.blkx,b-17g_iaf_12x500lbs | b-17g_iaf_6x1000lbs | b-17g_iaf_8x500lbs | b-17g_iaf_default,weaponPresets_bombguns_structural,yes,yes,
b_17g_iaf,il_500_50_kg_gp,il_500_50_kg_gp,Israel,453.6,250-499 kg,260.0,0.48,,2.32,,,il_500_50_kg_gp.blkx,b-17g_iaf_12x500lbs | b-17g_iaf_6x1000lbs | b-17g_iaf_8x500lbs | b-17g_iaf_default,weaponPresets_bombguns_structural,yes,yes,
b_18a,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a,us_2000lbs_anm66,us_2000lbs_anm66,USA,996.3,500-999 kg,535.6,0.591,,2.357,,,us_2000lbs_anm66.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a_skeleton_turrets,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a_skeleton_turrets,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a_skeleton_turrets,us_2000lbs_anm66,us_2000lbs_anm66,USA,996.3,500-999 kg,535.6,0.591,,2.357,,,us_2000lbs_anm66.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a_skeleton_turrets,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a_skeleton_turrets,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a_test,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a_test,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a_test,us_2000lbs_anm66,us_2000lbs_anm66,USA,996.3,500-999 kg,535.6,0.591,,2.357,,,us_2000lbs_anm66.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a_test,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_18a_test,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_18a_12x100lb | b_18a_1x2000lb | b_18a_2x1000lb | b_18a_4x500lb | b_18a_8x250lb | b_18a_default,weaponPresets_bombguns_structural,yes,yes,
b_24d,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_24d_12x500lbs | b_24d_20x100lbs | b_24d_4x1600lbs | b_24d_4x2000lbs | b_24d_8x1000lbs | b_24d_8x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_24d,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,b_24d_12x500lbs | b_24d_20x100lbs | b_24d_4x1600lbs | b_24d_4x2000lbs | b_24d_8x1000lbs | b_24d_8x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_24d,us_1600lb_ap_an_mk1,us_1600lb_ap_an_mk1,USA,721.2,500-999 kg,97.5,0.356,,2.121,,,us_1600lb_ap_an_mk1.blkx,b_24d_12x500lbs | b_24d_20x100lbs | b_24d_4x1600lbs | b_24d_4x2000lbs | b_24d_8x1000lbs | b_24d_8x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_24d,us_2000lbs_anm66,us_2000lbs_anm66,USA,996.3,500-999 kg,535.6,0.591,,2.357,,,us_2000lbs_anm66.blkx,b_24d_12x500lbs | b_24d_20x100lbs | b_24d_4x1600lbs | b_24d_4x2000lbs | b_24d_8x1000lbs | b_24d_8x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_24d,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_24d_12x500lbs | b_24d_20x100lbs | b_24d_4x1600lbs | b_24d_4x2000lbs | b_24d_8x1000lbs | b_24d_8x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_24d_luftwaffe,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_24d_12x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_24m_china_plaaf,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_24d_12x500lbs | b_24d_20x100lbs | b_24d_4x1600lbs | b_24d_4x2000lbs | b_24d_8x1000lbs | b_24d_8x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_24m_china_plaaf,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,b_24d_12x500lbs | b_24d_20x100lbs | b_24d_4x1600lbs | b_24d_4x2000lbs | b_24d_8x1000lbs | b_24d_8x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_24m_china_plaaf,us_1600lb_ap_an_mk1,us_1600lb_ap_an_mk1,USA,721.2,500-999 kg,97.5,0.356,,2.121,,,us_1600lb_ap_an_mk1.blkx,b_24d_12x500lbs | b_24d_20x100lbs | b_24d_4x1600lbs | b_24d_4x2000lbs | b_24d_8x1000lbs | b_24d_8x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_24m_china_plaaf,us_2000lbs_anm66,us_2000lbs_anm66,USA,996.3,500-999 kg,535.6,0.591,,2.357,,,us_2000lbs_anm66.blkx,b_24d_12x500lbs | b_24d_20x100lbs | b_24d_4x1600lbs | b_24d_4x2000lbs | b_24d_8x1000lbs | b_24d_8x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_24m_china_plaaf,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_24d_12x500lbs | b_24d_20x100lbs | b_24d_4x1600lbs | b_24d_4x2000lbs | b_24d_8x1000lbs | b_24d_8x500lbs | b_24d_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_1,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_1,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_1,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_1,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_20,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_20,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_20,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_20,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_china,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_china,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_china,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_china,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_france,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_france,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_france,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_france,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,b_25j_20_12x100lb | b_25j_20_1x1000lb_10x100lb | b_25j_20_2x500lb_6x100lb | b_25j_20_3x1000lb | b_25j_20_4x250lb | b_25j_20_4x250lb_6x100lb | b_25j_20_4x500lb | b_25j_20_8x250lb | b_25j_20_default,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_vvs_ussr,su_fab100,su_fab100,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100.blkx,b_25j_30_12xfab50 | b_25j_30_1xfab500_10xfab50 | b_25j_30_2xfab250_6xfab50 | b_25j_30_3xfab500 | b_25j_30_4xfab100_6xfab50 | b_25j_30_4xfab250 | b_25j_30_4xfab250_2xfab500sv | b_25j_30_8xfab100,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_vvs_ussr,su_fab250,su_fab250,USSR,252.2,250-499 kg,122.25,0.318,,2.163,,,su_fab250.blkx,b_25j_30_12xfab50 | b_25j_30_1xfab500_10xfab50 | b_25j_30_2xfab250_6xfab50 | b_25j_30_3xfab500 | b_25j_30_4xfab100_6xfab50 | b_25j_30_4xfab250 | b_25j_30_4xfab250_2xfab500sv | b_25j_30_8xfab100,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_vvs_ussr,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,b_25j_30_12xfab50 | b_25j_30_1xfab500_10xfab50 | b_25j_30_2xfab250_6xfab50 | b_25j_30_3xfab500 | b_25j_30_4xfab100_6xfab50 | b_25j_30_4xfab250 | b_25j_30_4xfab250_2xfab500sv | b_25j_30_8xfab100,weaponPresets_bombguns_structural,yes,yes,
b_25j_30_vvs_ussr,su_fab500,su_fab500,USSR,508.3,500-999 kg,325.0,0.45,,2.4,,,su_fab500.blkx,b_25j_30_12xfab50 | b_25j_30_1xfab500_10xfab50 | b_25j_30_2xfab250_6xfab50 | b_25j_30_3xfab500 | b_25j_30_4xfab100_6xfab50 | b_25j_30_4xfab250 | b_25j_30_4xfab250_2xfab500sv | b_25j_30_8xfab100,weaponPresets_bombguns_structural,yes,yes,
b_26b_c,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,b_26b_c_14x300lbs | b_26b_c_2x1600lbs | b_26b_c_2x2000lbs | b_26b_c_4x1000lbs | b_26b_c_8x600lbs | b_26b_c_default | b_26b_c_torpedo,weaponPresets_bombguns_structural,yes,yes,
